yourlist:M202205184ABAA9BC7178C81CEBC9459510EDDEA34D94DBZ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
PSD11_MOUSE,Q8BG32,PSD11_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5),Psmd11,Mus musculus (Mouse),422
PSD12_MOUSE,Q9D8W5,PSD12_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55),Psmd12,Mus musculus (Mouse),456
PSD13_MOUSE,Q9WVJ2,PSD13_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5),Psmd13,Mus musculus (Mouse),376
PSDE_MOUSE,O35593,PSDE_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1),Psmd14 Pad1,Mus musculus (Mouse),310
PSMD1_MOUSE,Q3TXS7,PSMD1_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1),Psmd1,Mus musculus (Mouse),953
PSMD2_MOUSE,Q8VDM4,PSMD2_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97),Psmd2,Mus musculus (Mouse),908
PSMD3_MOUSE,P14685,PSMD3_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58) (Transplantation antigen P91A) (Tum-P91A antigen),Psmd3 P91a Tstap91a,Mus musculus (Mouse),530
PSMD4_MOUSE,O35226,PSMD4_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Multiubiquitin chain-binding protein),Psmd4 Mcb1,Mus musculus (Mouse),376
PSMD5_MOUSE,Q8BJY1,PSMD5_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 5 (26S protease subunit S5 basic) (26S proteasome subunit S5B),Psmd5 Kiaa0072,Mus musculus (Mouse),504
PSMD6_MOUSE,Q99JI4,PSMD6_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit RPN7) (26S proteasome regulatory subunit S10) (p42A),Psmd6,Mus musculus (Mouse),389
PSMD7_MOUSE,P26516,PSMD7_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein) (Proteasome subunit p40),Psmd7 Mov-34 Mov34,Mus musculus (Mouse),321
PSMD8_MOUSE,Q9CX56,PSMD8_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14),Psmd8,Mus musculus (Mouse),353
PSMD9_MOUSE,Q9CR00,PSMD9_MOUSE,reviewed,26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27),Psmd9,Mus musculus (Mouse),222
PSME1_MOUSE,P97371,PSME1_MOUSE,reviewed,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),Psme1,Mus musculus (Mouse),249
PSME2_MOUSE,P97372,PSME2_MOUSE,reviewed,Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta),Psme2 Pa28b1,Mus musculus (Mouse),239
PSME4_MOUSE,Q5SSW2,PSME4_MOUSE,reviewed,Proteasome activator complex subunit 4 (Proteasome activator PA200) (Protein TEMO),Psme4 Kiaa0077,Mus musculus (Mouse),1843
PSMG1_MOUSE,Q9JK23,PSMG1_MOUSE,reviewed,Proteasome assembly chaperone 1 (Down syndrome critical region protein 2 homolog),Psmg1 Dscr2,Mus musculus (Mouse),289
PTBP1_MOUSE,P17225,PTBP1_MOUSE,reviewed,Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),Ptbp1 Ptb,Mus musculus (Mouse),527
PTBP3_MOUSE,Q8BHD7,PTBP3_MOUSE,reviewed,Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1),Ptbp3 Rod1,Mus musculus (Mouse),523
PTCD3_MOUSE,Q14C51,PTCD3_MOUSE,reviewed,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial (28S ribosomal protein S39, mitochondrial) (MRP-S39)",Ptcd3 Mrps39,Mus musculus (Mouse),685
PTER_MOUSE,Q60866,PTER_MOUSE,reviewed,Phosphotriesterase-related protein (EC 3.1.-.-) (Parathion hydrolase-related protein),Pter,Mus musculus (Mouse),349
PTGR2_MOUSE,Q8VDQ1,PTGR2_MOUSE,reviewed,Prostaglandin reductase 2 (PRG-2) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 1),Ptgr2 Zadh1,Mus musculus (Mouse),351
PTGR3_MOUSE,Q8BGC4,PTGR3_MOUSE,reviewed,Prostaglandin reductase-3 (PTGR-3) (EC 1.3.1.48) (15-oxoprostaglandin 13-reductase) (Zinc-binding alcohol dehydrogenase domain-containing protein 2),Zadh2 Ptgr3,Mus musculus (Mouse),377
PTH2_MOUSE,Q8R2Y8,PTH2_MOUSE,reviewed,"Peptidyl-tRNA hydrolase 2, mitochondrial (PTH 2) (EC 3.1.1.29)",Ptrh2 Pth2,Mus musculus (Mouse),181
PTMS_MOUSE,Q9D0J8,PTMS_MOUSE,reviewed,Parathymosin,Ptms,Mus musculus (Mouse),101
PTN11_MOUSE,P35235,PTN11_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase SYP) (SH-PTP2) (SHP-2) (Shp2),Ptpn11,Mus musculus (Mouse),593
PTN6_MOUSE,P29351,PTN6_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (70Z-SHP) (Hematopoietic cell protein-tyrosine phosphatase) (PTPTY-42) (Protein-tyrosine phosphatase 1C) (PTP-1C) (SH-PTP1) (SHP-1),Ptpn6 Hcp Hcph Ptp1C,Mus musculus (Mouse),595
PTPA_MOUSE,P58389,PTPA_MOUSE,reviewed,"Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')",Ptpa Ppp2r4,Mus musculus (Mouse),323
PTPM1_MOUSE,Q66GT5,PTPM1_MOUSE,reviewed,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (EC 3.1.3.27) (PTEN-like phosphatase) (Phosphoinositide lipid phosphatase) (Protein-tyrosine phosphatase mitochondrial 1) (EC 3.1.3.16) (EC 3.1.3.48),Ptpmt1 Plip,Mus musculus (Mouse),193
PUR2_MOUSE,Q64737,PUR2_MOUSE,reviewed,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],Gart,Mus musculus (Mouse),1010
PUR4_MOUSE,Q5SUR0,PUR4_MOUSE,reviewed,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase),Pfas Kiaa0361,Mus musculus (Mouse),1337
PUR6_MOUSE,Q9DCL9,PUR6_MOUSE,reviewed,Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)],Paics,Mus musculus (Mouse),425
PUR8_MOUSE,P54822,PUR8_MOUSE,reviewed,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase),Adsl Adl,Mus musculus (Mouse),484
PUR9_MOUSE,Q9CWJ9,PUR9_MOUSE,reviewed,Bifunctional purine biosynthesis protein ATIC (AICAR transformylase/inosine monophosphate cyclohydrolase) (ATIC) [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (IMP synthase) (Inosinicase)],Atic Purh,Mus musculus (Mouse),592
PURA1_MOUSE,P28650,PURA1_MOUSE,reviewed,"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase like 1) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (IMP--aspartate ligase 1)",Adss1 Adssl1,Mus musculus (Mouse),457
PURA2_MOUSE,P46664,PURA2_MOUSE,reviewed,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",Adss2 Adss,Mus musculus (Mouse),456
PURA_MOUSE,P42669,PURA_MOUSE,reviewed,Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha),Pura,Mus musculus (Mouse),321
PURB_MOUSE,O35295,PURB_MOUSE,reviewed,Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B) (Vascular actin single-stranded DNA-binding factor 2 p44 component),Purb,Mus musculus (Mouse),324
PX11A_MOUSE,Q9Z211,PX11A_MOUSE,reviewed,Peroxisomal membrane protein 11A (Peroxin-11A) (Peroxisomal biogenesis factor 11A) (Protein PEX11 homolog alpha) (PEX11-alpha),Pex11a,Mus musculus (Mouse),246
PX11B_MOUSE,Q9Z210,PX11B_MOUSE,reviewed,Peroxisomal membrane protein 11B (Peroxin-11B) (Peroxisomal biogenesis factor 11B) (Protein PEX11 homolog beta) (PEX11-beta),Pex11b,Mus musculus (Mouse),259
PXL2A_MOUSE,Q9CYH2,PXL2A_MOUSE,reviewed,Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A),Prxl2a Fam213a Pamm,Mus musculus (Mouse),218
PXMP2_MOUSE,P42925,PXMP2_MOUSE,reviewed,Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein),Pxmp2 Pmp22,Mus musculus (Mouse),194
PXMP4_MOUSE,Q9JJW0,PXMP4_MOUSE,reviewed,Peroxisomal membrane protein 4 (24 kDa peroxisomal intrinsic membrane protein),Pxmp4 Pmp24,Mus musculus (Mouse),212
PYC_MOUSE,Q05920,PYC_MOUSE,reviewed,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",Pc Pcx,Mus musculus (Mouse),1178
PYGB_MOUSE,Q8CI94,PYGB_MOUSE,reviewed,"Glycogen phosphorylase, brain form (EC 2.4.1.1)",Pygb,Mus musculus (Mouse),843
PYGL_MOUSE,Q9ET01,PYGL_MOUSE,reviewed,"Glycogen phosphorylase, liver form (EC 2.4.1.1)",Pygl,Mus musculus (Mouse),850
PYR1_MOUSE,B2RQC6,PYR1_MOUSE,reviewed,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],Cad,Mus musculus (Mouse),2225
PYRD_MOUSE,O35435,PYRD_MOUSE,reviewed,"Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)",Dhodh,Mus musculus (Mouse),395
PZP_MOUSE,Q61838,PZP_MOUSE,reviewed,Pregnancy zone protein (Alpha-2-macroglobulin) (Alpha-2-M) [Cleaved into: Alpha-2-macroglobulin 165 kDa subunit; Alpha-2-macroglobulin 35 kDa subunit],Pzp A2m,Mus musculus (Mouse),1495
QCR1_MOUSE,Q9CZ13,QCR1_MOUSE,reviewed,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",Uqcrc1,Mus musculus (Mouse),480
QCR2_MOUSE,Q9DB77,QCR2_MOUSE,reviewed,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)",Uqcrc2,Mus musculus (Mouse),453
QCR6_MOUSE,P99028,QCR6_MOUSE,reviewed,"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)",Uqcrh,Mus musculus (Mouse),89
QCR7_MOUSE,Q9D855,QCR7_MOUSE,reviewed,Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein),Uqcrb,Mus musculus (Mouse),111
QCR8_MOUSE,Q9CQ69,QCR8_MOUSE,reviewed,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),Uqcrq,Mus musculus (Mouse),82
QCR9_MOUSE,Q8R1I1,QCR9_MOUSE,reviewed,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein),Uqcr10,Mus musculus (Mouse),64
QORL2_MOUSE,Q3UNZ8,QORL2_MOUSE,reviewed,Quinone oxidoreductase-like protein 2 (EC 1.-.-.-) (Zeta-crystallin homolog 2),Cryzl2,Mus musculus (Mouse),350
QOR_MOUSE,P47199,QOR_MOUSE,reviewed,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin),Cryz,Mus musculus (Mouse),331
RAB10_MOUSE,P61027,RAB10_MOUSE,reviewed,Ras-related protein Rab-10 (EC 3.6.5.2),Rab10,Mus musculus (Mouse),200
RAB14_MOUSE,Q91V41,RAB14_MOUSE,reviewed,Ras-related protein Rab-14,Rab14,Mus musculus (Mouse),215
RAB15_MOUSE,Q8K386,RAB15_MOUSE,reviewed,Ras-related protein Rab-15,Rab15,Mus musculus (Mouse),212
RAB17_MOUSE,P35292,RAB17_MOUSE,reviewed,Ras-related protein Rab-17,Rab17,Mus musculus (Mouse),214
RAB18_MOUSE,P35293,RAB18_MOUSE,reviewed,Ras-related protein Rab-18,Rab18,Mus musculus (Mouse),206
RAB1A_MOUSE,P62821,RAB1A_MOUSE,reviewed,Ras-related protein Rab-1A (EC 3.6.5.2) (YPT1-related protein),Rab1A Rab1,Mus musculus (Mouse),205
RAB1B_MOUSE,Q9D1G1,RAB1B_MOUSE,reviewed,Ras-related protein Rab-1B (EC 3.6.5.2),Rab1b,Mus musculus (Mouse),201
RAB2A_MOUSE,P53994,RAB2A_MOUSE,reviewed,Ras-related protein Rab-2A,Rab2a Rab2,Mus musculus (Mouse),212
RAB32_MOUSE,Q9CZE3,RAB32_MOUSE,reviewed,Ras-related protein Rab-32,Rab32,Mus musculus (Mouse),223
RAB35_MOUSE,Q6PHN9,RAB35_MOUSE,reviewed,Ras-related protein Rab-35,Rab35,Mus musculus (Mouse),201
RAB5A_MOUSE,Q9CQD1,RAB5A_MOUSE,reviewed,Ras-related protein Rab-5A (EC 3.6.5.2),Rab5a nnyRab5a,Mus musculus (Mouse),215
RAB5B_MOUSE,P61021,RAB5B_MOUSE,reviewed,Ras-related protein Rab-5B (EC 3.6.5.2),Rab5b,Mus musculus (Mouse),215
RAB5C_MOUSE,P35278,RAB5C_MOUSE,reviewed,Ras-related protein Rab-5C (EC 3.6.5.2),Rab5c,Mus musculus (Mouse),216
RAB6A_MOUSE,P35279,RAB6A_MOUSE,reviewed,Ras-related protein Rab-6A (Rab-6),Rab6a Rab6 MNCb-1660,Mus musculus (Mouse),208
RAB7A_MOUSE,P51150,RAB7A_MOUSE,reviewed,Ras-related protein Rab-7a (EC 3.6.5.2),Rab7a Rab7,Mus musculus (Mouse),207
RAB8A_MOUSE,P55258,RAB8A_MOUSE,reviewed,Ras-related protein Rab-8A (Oncogene c-mel),Rab8a Mel Rab8,Mus musculus (Mouse),207
RAB9A_MOUSE,Q9R0M6,RAB9A_MOUSE,reviewed,Ras-related protein Rab-9A (Sid 99),Rab9a Rab9 Sid99,Mus musculus (Mouse),201
RAC1_MOUSE,P63001,RAC1_MOUSE,reviewed,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (p21-Rac1),Rac1,Mus musculus (Mouse),192
RACK1_MOUSE,P68040,RACK1_MOUSE,reviewed,"Receptor of activated protein C kinase 1 (12-3) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (p205) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",Rack1 Gnb2-rs1 Gnb2l1,Mus musculus (Mouse),317
RADI_MOUSE,P26043,RADI_MOUSE,reviewed,Radixin (ESP10),Rdx,Mus musculus (Mouse),583
RAE1L_MOUSE,Q8C570,RAE1L_MOUSE,reviewed,mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41),Rae1 Mrnp41,Mus musculus (Mouse),368
RAGP1_MOUSE,P46061,RAGP1_MOUSE,reviewed,Ran GTPase-activating protein 1 (RanGAP1),Rangap1 Fug1,Mus musculus (Mouse),589
RAI14_MOUSE,Q9EP71,RAI14_MOUSE,reviewed,Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14) (p125),Rai14 Kiaa1334 Norpeg,Mus musculus (Mouse),979
RAI2_MOUSE,Q9QVY8,RAI2_MOUSE,reviewed,Retinoic acid-induced protein 2 (3f8),Rai2,Mus musculus (Mouse),529
RAIN_MOUSE,Q3U0S6,RAIN_MOUSE,reviewed,Ras-interacting protein 1 (Rain),Rasip1,Mus musculus (Mouse),961
RALA_MOUSE,P63321,RALA_MOUSE,reviewed,Ras-related protein Ral-A (EC 3.6.5.2),Rala Ral Ral-a,Mus musculus (Mouse),206
RALB_MOUSE,Q9JIW9,RALB_MOUSE,reviewed,Ras-related protein Ral-B (EC 3.6.5.2),Ralb,Mus musculus (Mouse),206
RALY_MOUSE,Q64012,RALY_MOUSE,reviewed,RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein),Raly Merc,Mus musculus (Mouse),312
RANB3_MOUSE,Q9CT10,RANB3_MOUSE,reviewed,Ran-binding protein 3 (RanBP3),Ranbp3,Mus musculus (Mouse),491
RANG_MOUSE,P34022,RANG_MOUSE,reviewed,Ran-specific GTPase-activating protein (HpaII tiny fragments locus 9a protein) (Ran-binding protein 1) (RANBP1),Ranbp1 Htf9-a Htf9a,Mus musculus (Mouse),203
RAN_MOUSE,P62827,RAN_MOUSE,reviewed,GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),Ran Rasl2-8,Mus musculus (Mouse),216
RAP1A_MOUSE,P62835,RAP1A_MOUSE,reviewed,Ras-related protein Rap-1A (EC 3.6.5.2) (Ras-related protein Krev-1),Rap1a Krev-1,Mus musculus (Mouse),184
RAP1B_MOUSE,Q99JI6,RAP1B_MOUSE,reviewed,Ras-related protein Rap-1b (EC 3.6.5.2) (GTP-binding protein smg p21B),Rap1b,Mus musculus (Mouse),184
RASH_MOUSE,Q61411,RASH_MOUSE,reviewed,"GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]",Hras Hras1,Mus musculus (Mouse),189
RASK_MOUSE,P32883,RASK_MOUSE,reviewed,"GTPase KRas (EC 3.6.5.2) (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]",Kras Kras2,Mus musculus (Mouse),189
RB11A_MOUSE,P62492,RB11A_MOUSE,reviewed,Ras-related protein Rab-11A (Rab-11) (EC 3.6.5.2),Rab11a Rab11,Mus musculus (Mouse),216
RB11B_MOUSE,P46638,RB11B_MOUSE,reviewed,Ras-related protein Rab-11B (EC 3.6.5.2),Rab11b,Mus musculus (Mouse),218
RBBP4_MOUSE,Q60972,RBBP4_MOUSE,reviewed,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),Rbbp4 Rbap48,Mus musculus (Mouse),425
RBBP9_MOUSE,O88851,RBBP9_MOUSE,reviewed,Putative hydrolase RBBP9 (EC 3.-.-.-) (B5T-overexpressed gene protein) (Protein BOG) (Retinoblastoma-binding protein 9) (RBBP-9),Rbbp9 Bog,Mus musculus (Mouse),186
RBM14_MOUSE,Q8C2Q3,RBM14_MOUSE,reviewed,RNA-binding protein 14 (RNA-binding motif protein 14),Rbm14,Mus musculus (Mouse),669
RBM25_MOUSE,B2RY56,RBM25_MOUSE,reviewed,RNA-binding protein 25 (RNA-binding motif protein 25),Rbm25,Mus musculus (Mouse),838
RBM39_MOUSE,Q8VH51,RBM39_MOUSE,reviewed,RNA-binding protein 39 (Coactivator of activating protein 1 and estrogen receptors) (Coactivator of AP-1 and ERs) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2),Rbm39 Caper Rnpc2,Mus musculus (Mouse),530
RBM47_MOUSE,Q91WT8,RBM47_MOUSE,reviewed,RNA-binding protein 47 (RNA-binding motif protein 47),Rbm47,Mus musculus (Mouse),590
RBM8A_MOUSE,Q9CWZ3,RBM8A_MOUSE,reviewed,RNA-binding protein 8A (RNA-binding motif protein 8A) (Ribonucleoprotein RBM8A),Rbm8a Rbm8,Mus musculus (Mouse),174
RBMX_MOUSE,Q9WV02,RBMX_MOUSE,reviewed,"RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]",Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt,Mus musculus (Mouse),391
RBP2_MOUSE,Q9ERU9,RBP2_MOUSE,reviewed,E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2),Ranbp2,Mus musculus (Mouse),3053
RBPMS_MOUSE,Q9WVB0,RBPMS_MOUSE,reviewed,RNA-binding protein with multiple splicing (RBP-MS) (Heart and RRM expressed sequence) (Hermes),Rbpms Hermes,Mus musculus (Mouse),197
RBPS2_MOUSE,Q8VC52,RBPS2_MOUSE,reviewed,RNA-binding protein with multiple splicing 2,Rbpms2,Mus musculus (Mouse),206
RBSK_MOUSE,Q8R1Q9,RBSK_MOUSE,reviewed,Ribokinase (RK) (EC 2.7.1.15),Rbks Rbsk,Mus musculus (Mouse),323
RCC1_MOUSE,Q8VE37,RCC1_MOUSE,reviewed,Regulator of chromosome condensation (Chromosome condensation protein 1),Rcc1 Chc1,Mus musculus (Mouse),421
RD23B_MOUSE,P54728,RD23B_MOUSE,reviewed,UV excision repair protein RAD23 homolog B (HR23B) (mHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58),Rad23b Mhr23b,Mus musculus (Mouse),416
RDH10_MOUSE,Q8VCH7,RDH10_MOUSE,reviewed,Retinol dehydrogenase 10 (EC 1.1.1.300),Rdh10,Mus musculus (Mouse),341
RDH11_MOUSE,Q9QYF1,RDH11_MOUSE,reviewed,Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (Cell line MC/9.IL4-derived protein 1) (M42C60) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short-chain aldehyde dehydrogenase) (SCALD),Rdh11 Arsdr1 Mdt1 Psdr1,Mus musculus (Mouse),316
RDH13_MOUSE,Q8CEE7,RDH13_MOUSE,reviewed,Retinol dehydrogenase 13 (EC 1.1.1.300),Rdh13,Mus musculus (Mouse),334
RDH14_MOUSE,Q9ERI6,RDH14_MOUSE,reviewed,Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2),Rdh14 Pan2,Mus musculus (Mouse),334
RDH16_MOUSE,O54909,RDH16_MOUSE,reviewed,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Cis-retinol androgen dehydrogenase 1),Rdh16 Crad Crad1 Rdh1 Rdh6,Mus musculus (Mouse),317
RDH7_MOUSE,O88451,RDH7_MOUSE,reviewed,Retinol dehydrogenase 7 (EC 1.1.1.105) (Cis-retinol/3alpha-hydroxysterol short-chain dehydrogenase isozyme 2) (Cis-retinol/androgen dehydrogenase type 2) (CRAD-2),Rdh7 Crad2,Mus musculus (Mouse),316
REEP6_MOUSE,Q9JM62,REEP6_MOUSE,reviewed,Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1) (TB2 protein-like 1),Reep6 Dp1l1 Tb2l1,Mus musculus (Mouse),201
RENT1_MOUSE,Q9EPU0,RENT1_MOUSE,reviewed,Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1),Upf1 Rent1,Mus musculus (Mouse),1124
RER1_MOUSE,Q9CQU3,RER1_MOUSE,reviewed,Protein RER1,Rer1,Mus musculus (Mouse),196
RET4_MOUSE,Q00724,RET4_MOUSE,reviewed,Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP),Rbp4,Mus musculus (Mouse),201
RETST_MOUSE,Q64FW2,RETST_MOUSE,reviewed,"All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)",Retsat Ppsig,Mus musculus (Mouse),609
RGN_MOUSE,Q64374,RGN_MOUSE,reviewed,Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30),Rgn Smp30,Mus musculus (Mouse),299
