,,,,,,,,,,,,E(t)=1-exp(-k0(t-t0)),,,,,
Q9CZS1,8,5,0,0.00675576,0.0549608,0.0636612,0.560949,0.813169,0.938406,0.977206,0.989599,0.708287,0.200919,0.989077,,AL1B1_MOUSE,"Aldehyde dehydrogenase X, mitochondrial (EC 1.2.1.3) (Aldehyde dehydrogenase family 1 member B1)"
Q9CZU6,10,6,0,0.00418087,0.0959796,0.210093,0.347536,0.708224,0.910609,0.968671,0.997874,0.40682,0.146048,0.998341,,CISY_MOUSE,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)"
Q9CZW5,4,1,0,0,0,0,0,0.925669,1,1,1,1.26434,0.154109,0.926366,,TOM70_MOUSE,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)
Q9CZX8,5,4,0,0,0.0522456,0.0937625,0.19949,0.370249,0.732776,0.937825,0.993154,0.752437,0.0841523,0.990947,,RS19_MOUSE,40S ribosomal protein S19
Q9CZY3,3,3,0,0.0292823,0.1428,0.388276,0.821331,0.975792,0.994794,1,1,0.442024,0.385336,0.996592,,UB2V1_MOUSE,Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1)
Q9D023,8,3,0,0,0,0,0,0.983235,0.979239,1,1,1.24603,0.159609,0.918263,,MPC2_MOUSE,Mitochondrial pyruvate carrier 2 (Brain protein 44)
Q9D051,5,5,0,0,0.0801516,0.0870533,0.269529,0.752222,0.935699,0.923665,0.933064,0.716806,0.142463,0.987892,,ODPB_MOUSE,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)"
Q9D0F3,3,1,0,0,0.926626,0.964335,0.96756,1,1,0.994764,0.999696,0.379985,4.18313,0.999668,,LMAN1_MOUSE,Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58)
Q9D0F9,23,18,0,0.0196398,0.0876317,0.217513,0.519477,0.796946,0.969212,0.971124,0.982147,0.457749,0.198902,0.998674,,PGM1_MOUSE,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1) (Phosphoglucomutase-2)
Q9D0J8,1,1,0,0,0,0.517577,0.593785,1,0.895734,1,1,0.303129,0.287536,0.980997,,PTMS_MOUSE,Parathymosin
Q9D0M3,14,8,0,0.00625182,0.0409991,0.131806,0.366704,0.647671,0.9274,0.978557,0.99923,0.642385,0.141742,0.998162,,CY1_MOUSE,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)"
Q9D0M5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,DYL2_MOUSE,"Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8) (DLC8b) (Dynein light chain LC8-type 2)"
Q9D0R2,11,6,0,0.0600799,0.390643,0.556835,0.719946,0.93731,0.964699,0.989909,0.997427,0.0394822,0.384658,0.996603,,SYTC_MOUSE,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)"
Q9D0S9,3,2,0,0,0,0.234555,0.530296,0.735664,0.981054,0.995621,0.999316,0.627377,0.198128,0.996998,,HINT2_MOUSE,"Adenosine 5'-monophosphoramidase HINT2 (EC 3.9.1.-) (HINT-3) (Histidine triad nucleotide-binding protein 2, mitochondrial) (HINT-2)"
Q9D0T1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NH2L1_MOUSE,"NHP2-like protein 1 (Fertilization antigen 1) (FA-1) (High mobility group-like nuclear protein 2 homolog 1) (Sperm-specific antigen 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]"
Q9D110,1,1,0,0,0,0,0.333681,0.695496,1,0.97519,1,0.711018,0.140678,0.981494,,MTHFS_MOUSE,"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)"
Q9D172,7,4,0,0.001969,0.0126572,0.0576143,0.427676,0.746497,0.944453,0.977552,0.985621,0.834401,0.167626,0.993051,,GAL3A_MOUSE,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial"
Q9D1A2,2,1,0,0,0,0,0,1,1,1,1,0.887883,0.148527,0.903926,,CNDP2_MOUSE,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Threonyl dipeptidase)
Q9D1D4,6,3,0,0,0.067145,0.273513,0.69374,0.958534,0.993744,0.989737,0.970888,0.591837,0.305985,0.995439,,TMEDA_MOUSE,Transmembrane emp24 domain-containing protein 10 (Protein Tmed10) (21 kDa transmembrane-trafficking protein) (Transmembrane protein Tmp21) (p24 family protein delta-1) (p24delta1)
Q9D1G1,3,1,0,0.0481023,0.26719,0.674772,0.99605,0.989628,0.997776,0.993449,1,0.368979,0.670602,0.997236,,RAB1B_MOUSE,Ras-related protein Rab-1B (EC 3.6.5.2)
Q9D1I5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MCEE_MOUSE,"Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)"
Q9D1L0,2,1,0,0.721053,1,1,1,1,0.976848,1,0.999903,0.000467315,3.45775,0.999782,,CHCH2_MOUSE,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2
Q9D1M0,4,2,0,0,0,0,0.496511,0.916199,1,0.960431,0.879196,0.925994,0.213537,0.975412,,SEC13_MOUSE,Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)
Q9D1M4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,MCA3_MOUSE,Eukaryotic translation elongation factor 1 epsilon-1 (Elongation factor p18) (Multisynthase complex auxiliary component p18)
Q9D1P0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,RM13_MOUSE,"39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13)"
Q9D1Q6,5,2,0,0.0145747,0.179058,0.490425,0.781038,0.948448,0.987499,0.996322,0.954975,0.395521,0.40559,0.999077,,ERP44_MOUSE,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)
Q9D1R9,2,1,0,0,0.0985292,0.146727,0.320929,0.510169,0.865083,0.984939,1,0.277888,0.109312,0.995756,,RL34_MOUSE,60S ribosomal protein L34
Q9D2C7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,BI1_MOUSE,Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6)
Q9D2G2,7,6,0,0.019121,0.122919,0.172566,0.397558,0.699274,0.922819,0.998676,0.997761,0.348918,0.149721,0.998464,,ODO2_MOUSE,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex) (E2K)"
Q9D2R0,2,2,0,0.0985485,0.57034,0.82796,0.98172,1,1,0.999715,0.998003,0.279902,1.10806,0.99983,,AACS_MOUSE,Acetoacetyl-CoA synthetase (EC 6.2.1.16)
Q9D358,3,3,0,0,0.0604723,0.217893,0.343493,0.809248,0.839705,1,1,0.529977,0.160347,0.992423,,PPAC_MOUSE,Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2)
Q9D379,19,15,0,0.0770699,0.213541,0.498139,0.792253,0.941437,0.981369,0.965726,0.990706,0.243015,0.388617,0.999049,,HYEP_MOUSE,Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH)
Q9D3D9,4,4,0,0.00938613,0.0204959,0.0974715,0.195795,0.602208,0.851953,0.963027,0.992206,0.843162,0.114138,0.992931,,ATPD_MOUSE,"ATP synthase subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)"
Q9D5J6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SHPK_MOUSE,Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein)
Q9D6F9,1,1,0,0.0966685,0.313275,0.440176,0.581915,0.73898,0.934879,1,0.969919,-0.307854,0.203308,0.994425,,TBB4A_MOUSE,Tubulin beta-4A chain (Tubulin beta-4 chain)
Q9D6J5,6,5,0,0,0.0115459,0.023146,0.238803,0.576228,0.859266,0.968045,0.99656,1.01285,0.115878,0.993183,,NDUB8_MOUSE,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)"
Q9D6J6,7,7,0,0,0.0467456,0.263754,0.592293,0.882631,0.993318,0.986888,0.995488,0.593857,0.25294,0.99786,,NDUV2_MOUSE,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)"
Q9D6K5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,SYJ2B_MOUSE,Synaptojanin-2-binding protein (Activin receptor-interacting protein 2) (Activin receptor-interacting protein 4) (Mitochondrial outer membrane protein 25)
Q9D6M3,5,4,0,0,0,0,0.599469,0.913515,0.982042,0.994583,0.983813,0.887158,0.233228,0.97787,,GHC1_MOUSE,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22)
Q9D6R2,7,2,0,0.146965,0.856696,0.811668,0.975161,0.954546,1,0.986311,0.983501,0.313892,2.49242,0.994803,,IDH3A_MOUSE,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)"
Q9D6U8,2,2,0,0,0,0,0.20681,0.931254,1,1,1,1.09229,0.175337,0.961529,,F162A_MOUSE,Protein FAM162A (E2-induced gene 5 protein homolog) (Growth and transformation-dependent protein) (HGTD-P)
Q9D6Y7,7,7,0,0.00851501,0.0988571,0.267988,0.512328,0.901813,0.970768,0.993556,0.963683,0.487805,0.23034,0.997192,,MSRA_MOUSE,Mitochondrial peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase) (PMSR)
Q9D6Y9,17,16,0,0.00498551,0.0704033,0.268478,0.46658,0.817014,0.955318,0.991855,0.992233,0.486271,0.199066,0.99881,,GLGB_MOUSE,"1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)"
Q9D7B6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,ACAD8_MOUSE,"Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.-) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)"
Q9D7G0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRPS1_MOUSE,Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)
Q9D7I5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,LHPP_MOUSE,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (EC 3.1.3.-) (EC 3.6.1.1)
Q9D7M1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,GID8_MOUSE,Glucose-induced degradation protein 8 homolog (Two hybrid-associated protein 1 with RanBPM) (Twa1)
Q9D7S7,2,1,0,0,0.258358,0.425489,0.613109,0.937046,0.989954,1,1,0.241426,0.298033,0.99774,,RL22L_MOUSE,60S ribosomal protein L22-like 1
Q9D7X3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,DUS3_MOUSE,Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)
Q9D819,13,9,0,0.00234079,0.0797987,0.177979,0.435278,0.822013,0.993169,0.988791,0.976577,0.592298,0.191634,0.996284,,IPYR_MOUSE,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
Q9D826,14,2,0,0,0.064102,0.391647,0.862605,0.971598,1,0.924374,0.982496,0.566778,0.411572,0.992198,,SOX_MOUSE,Peroxisomal sarcosine oxidase (PSO) (EC 1.5.3.1) (EC 1.5.3.7) (L-pipecolate oxidase) (L-pipecolic acid oxidase)
Q9D855,4,2,0,0,0.011441,0.220066,0.503031,0.812067,0.810008,0.937302,0.969909,0.58805,0.186147,0.991434,,QCR7_MOUSE,Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)
Q9D892,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,ITPA_MOUSE,Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)
Q9D8B4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,NDUAB_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7)
Q9D8E6,11,10,0,0.0302014,0.0740391,0.176374,0.282556,0.590209,0.889298,0.946641,0.948839,0.350561,0.115645,0.997307,,RL4_MOUSE,60S ribosomal protein L4
Q9D8N0,15,10,0,0,0.0151149,0.0659048,0.203157,0.562575,0.89165,0.94125,0.960826,0.954157,0.11273,0.992868,,EF1G_MOUSE,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)
Q9D8S9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOLA1_MOUSE,BolA-like protein 1
Q9D8W7,3,2,0,0,0,0.510781,0.801168,0.981739,0.988926,0.995931,0.983343,0.580954,0.427197,0.991547,,OCAD2_MOUSE,OCIA domain-containing protein 2
Q9D967,3,1,0,0.495025,0.68549,0.979094,0.975844,0.977479,1,1,0.99546,-0.206767,1.11112,0.998779,,MGDP1_MOUSE,Magnesium-dependent phosphatase 1 (MDP-1) (EC 3.1.3.-) (EC 3.1.3.48)
Q9DAK9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,PHP14_MOUSE,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP)
Q9DAS9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,GBG12_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
Q9DAW9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,CNN3_MOUSE,"Calponin-3 (Calponin, acidic isoform)"
Q9DB15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,RM12_MOUSE,"39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12)"
Q9DB20,12,7,0,0.00659061,0.0167018,0.0491693,0.219159,0.723221,0.906679,0.980635,0.992387,0.957626,0.136772,0.986601,,ATPO_MOUSE,"ATP synthase subunit O, mitochondrial (ATP synthase peripheral stalk subunit OSCP) (Oligomycin sensitivity conferral protein) (OSCP)"
Q9DB27,3,1,0,0,0,0.375671,0.733893,0.915644,1,1,0.995502,0.350858,0.286809,0.988954,,MCTS1_MOUSE,Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies 1)
Q9DB29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,IAH1_MOUSE,Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)
Q9DB60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,PXL2B_MOUSE,Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20) (Peroxiredoxin-like 2B)
Q9DB77,19,2,0,0,0.0252683,0.081224,0.164564,0.83648,0.90116,0.977821,0.895388,0.938254,0.14566,0.970592,,QCR2_MOUSE,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)"
Q9DBA8,6,1,0,0,0.154526,0.368173,0.686896,0.924853,0.993837,1,0.997432,0.429455,0.314587,0.999715,,HUTI_MOUSE,Probable imidazolonepropionase (EC 3.5.2.7) (Amidohydrolase domain-containing protein 1)
Q9DBB8,8,6,0,0.0168085,0.0601595,0.0875012,0.453797,0.784369,0.964759,0.984678,0.978614,0.671032,0.17814,0.993246,,DHDH_MOUSE,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)"
Q9DBE0,14,12,0,0.0118152,0.0531182,0.19535,0.522456,0.871402,0.980006,0.974305,0.957888,0.606257,0.220026,0.995798,,CSAD_MOUSE,Cysteine sulfinic acid decarboxylase (EC 4.1.1.29) (Aspartate 1-decarboxylase) (EC 4.1.1.11) (Cysteine-sulfinate decarboxylase) (Sulfinoalanine decarboxylase)
Q9DBF1,19,12,0,0.0255838,0.0658687,0.173741,0.430045,0.780245,0.95346,0.982146,0.994607,0.526077,0.174931,0.997428,,AL7A1_MOUSE,Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)
Q9DBG1,14,9,0,0.0381005,0.11436,0.244926,0.817012,0.987114,0.981677,0.959068,0.953191,0.504556,0.340232,0.987806,,CP27A_MOUSE,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)"
Q9DBG3,12,6,0,0,0,0.0226877,0.339875,0.712583,0.949372,0.977786,0.981594,0.968264,0.151471,0.990808,,AP2B1_MOUSE,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit)
Q9DBG6,16,11,0,0.0157036,0.0333133,0.118755,0.329594,0.670149,0.872517,0.96724,0.981008,0.644594,0.133339,0.997443,,RPN2_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)
Q9DBH5,3,3,0,0.0881677,0.415958,0.558201,0.86625,0.889225,0.995303,0.936185,0.995288,0.104621,0.477524,0.996212,,LMAN2_MOUSE,Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36)
Q9DBJ1,15,4,0,0,0.0191849,0.235322,0.676264,0.93796,0.917198,0.961996,0.955496,0.661894,0.28465,0.991756,,PGAM1_MOUSE,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)
Q9DBL1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ACDSB_MOUSE,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)"
Q9DBL7,6,6,0,0.032189,0.129273,0.359563,0.739034,0.943781,0.984638,0.954607,0.982935,0.423182,0.329729,0.99746,,COASY_MOUSE,Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]
Q9DBM2,36,31,0,0.0102758,0.147794,0.380466,0.769498,0.960373,0.966791,0.982146,0.966115,0.452488,0.360442,0.997858,,ECHP_MOUSE,"Peroxisomal bifunctional enzyme (PBE) (PBFE) (L-peroxisomal bifunctional enzyme) (L-PBE) (Multifunctional enzyme 1) (MFE1) (Multifunctional protein 1) (MFP-1) [Includes: Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase (EC 4.2.1.17) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]"
Q9DBN5,9,7,0,0.194909,0.958862,0.975369,0.99529,0.978556,0.993582,0.97964,0.989321,0.334602,4.77598,0.999764,,LONP2_MOUSE,"Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease)"
Q9DBP5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,KCY_MOUSE,UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)
Q9DBT9,52,43,0,0.0181196,0.100031,0.195919,0.364417,0.770896,0.93844,0.977687,0.981582,0.437958,0.161103,0.996644,,M2GD_MOUSE,"Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)"
Q9DBZ5,3,2,0,0,0.0616105,0.246348,0.649555,0.964562,1,0.984613,1,0.613792,0.288014,0.994913,,EIF3K_MOUSE,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (eIF-3 p25)
Q9DC50,15,14,0,0.0896824,0.429598,0.85879,0.936729,0.954508,0.98205,0.971679,0.986576,0.298686,0.935994,0.998082,,OCTC_MOUSE,Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)
Q9DC69,12,6,0,0,0.0730885,0.186362,0.48625,0.776078,0.9863,0.982753,0.996043,0.568237,0.191485,0.998381,,NDUA9_MOUSE,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)"
Q9DC70,7,4,0,0.0256133,0.083862,0.1151,0.297215,0.732658,0.95692,0.99129,0.992714,0.603336,0.147515,0.991809,,NDUS7_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)"
Q9DCB8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,ISCA2_MOUSE,"Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)"
Q9DCD0,9,7,0,0.024148,0.354528,0.551143,0.731701,0.958772,0.993684,0.999897,0.993129,0.192993,0.416311,0.99757,,6PGD_MOUSE,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
Q9DCG2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,CD302_MOUSE,CD302 antigen (C-type lectin domain family 13 member A) (Type I transmembrane C-type lectin receptor DCL-1) (CD antigen CD302)
Q9DCG6,9,4,0,0.0322548,0.101259,0.212668,0.457387,0.75845,0.980633,0.987345,0.987814,0.377313,0.17711,0.99866,,PBLD1_MOUSE,Phenazine biosynthesis-like domain-containing protein 1 (EC 5.1.-.-)
Q9DCJ5,8,5,0,0,0.0412903,0.129295,0.301657,0.66017,0.921693,0.979406,0.996364,0.709458,0.137309,0.996807,,NDUA8_MOUSE,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)
Q9DCM0,4,2,0,0,0.0653957,0.20958,0.40762,0.709255,0.954738,1,0.989514,0.517633,0.162976,0.999141,,ETHE1_MOUSE,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1 homolog) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)"
Q9DCM2,21,19,0,0.00668764,0.076348,0.221363,0.506182,0.846087,0.95504,0.998142,0.996185,0.537541,0.210683,0.998219,,GSTK1_MOUSE,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST 13-13) (GST class-kappa) (GSTK1-1) (mGSTK1) (Glutathione S-transferase subunit 13)
Q9DCN2,17,11,0,0.0101479,0.10199,0.393313,0.671693,0.914024,0.972284,0.952467,0.953583,0.451567,0.307971,0.997955,,NB5R3_MOUSE,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]
Q9DCQ2,10,1,0,0,0.958352,0.993806,1,1,1,1,1,0.379999,5.12304,0.999995,,ASPD_MOUSE,Putative L-aspartate dehydrogenase (EC 1.4.1.21) (Aspartate dehydrogenase domain-containing protein)
Q9DCS2,7,2,0,0,0.0395179,0.149766,0.689161,0.959578,0.984924,0.983923,1,0.700746,0.282719,0.988094,,MTL26_MOUSE,Methyltransferase-like 26
Q9DCS3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,MECR_MOUSE,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase) (Nuclear receptor-binding factor 1) (NRBF-1)"
Q9DCS9,8,1,0,0,0,0,0.336284,0.581432,0.868011,0.982667,1,0.696399,0.11684,0.988465,,NDUBA_MOUSE,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)
Q9DCT2,7,1,0,0,0.112968,0.188003,1,0.879566,0.907743,1,1,0.330509,0.323554,0.961607,,NDUS3_MOUSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)"
Q9DCT8,3,2,0,0,0.0826905,0.174579,0.661741,0.911247,1,0.977122,1,0.618769,0.266567,0.992741,,CRIP2_MOUSE,Cysteine-rich protein 2 (CRP-2) (Heart LIM protein)
